id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
2992450,Luxury 2 bedroom apartment,4621559,Kenneth,THIRD WARD,42.65789,-73.7537,Entire home/apt,70.0,28,9,32
3820211,Restored Precinct in Center Sq. w/Parking,19648678,Terra,SIXTH WARD,42.65222,-73.76724,Entire home/apt,102.0,2,308,334
5651579,Large studio apt  by Capital Center & ESP@,29288920,Gregg,SECOND WARD,42.64615,-73.75966,Entire home/apt,75.0,2,371,6
6623339,Center Sq. Loft in Converted Precinct w/ Parking,19648678,Terra,SIXTH WARD,42.65222,-73.76724,Entire home/apt,96.0,2,331,305
9005989,"Studio in The heart of Center SQ, in Albany NY",17766924,Sugey,SIXTH WARD,42.65559,-73.76506,Entire home/apt,88.0,1,617,167
9501054,Spacious suite with full bath by Capital  Center,29288920,Gregg,SECOND WARD,42.64734,-73.75851,Private room,52.0,1,415,52
10768745,Alb hospital area studio bath wifi. (Red),5691268,Elizabeth,FOURTEENTH WARD,42.66078,-73.80553,Private room,47.0,1,782,144
11253948,/Fire Place Bungalow\ 1917 SUNY Eagle 6Beds 2Baths,4259750,Peter,FIFTEENTH WARD,42.67567,-73.82438,Entire home/apt,213.0,1,185,327
11639446,$55twin($30 foreign student)FreeBF Noa/c no smoke,61700428,Abdullah,ELEVENTH WARD,42.67583,-73.78297,Private room,55.0,15,231,365
12284708,"Well Lit Modern Room, Perfect Location Albany",36438637,Chad,TENTH WARD,42.65912,-73.78349,Private room,41.0,18,61,243
12799126,Private Room in the Hearth of the Albany,69729286,Musab,SIXTH WARD,42.65154,-73.76867,Private room,47.0,5,28,273
13083497,Pristine Cape Cod on the Creek - 4 Large Bedrooms,1364123,Akhilesh,FIFTEENTH WARD,42.66972,-73.82753,Entire home/apt,219.0,2,188,311
14316232,"Unique Modern Room, Perfect Location Albany",36438637,Chad,TENTH WARD,42.65726,-73.78219,Private room,45.0,18,53,365
14989805,/Miller Colonial\ 1946 SUNY Eagle Hill 5Bed 2Baths,4259750,Peter,FIFTEENTH WARD,42.673512,-73.819679,Entire home/apt,192.0,1,113,333
15580397,Women only Alb Medical/Dtwn Albany/Colleges ROOM H,89705052,Share,NINTH WARD,42.65651,-73.77887,Private room,53.0,2,48,92
16531782,On a little park in Albany pine hills. (Blue),5691268,Elizabeth,FOURTEENTH WARD,42.66075,-73.80605,Private room,60.0,1,484,316
17514620,Cozy Modern Room Perfect Location Albany,36438637,Chad,TENTH WARD,42.6584,-73.78309,Private room,41.0,18,56,361
18341426,/Sauna Ranch 1961\ SUNY Eagle Hill 4Beds 1Bath,4259750,Peter,FIFTEENTH WARD,42.67637,-73.82395,Entire home/apt,376.0,1,58,365
19527043,Charming 1 Bedroom in a Historic Residential Home,15223767,Ed,NINTH WARD,42.65312,-73.78161,Private room,70.0,1,82,224
19571496,Modern Studio Perfect Location Albany,36438637,Chad,TENTH WARD,42.6585,-73.78414,Private room,45.0,18,30,267
20519885,5Bedroom In Albany 8Year SuperHost,67171774,Michael And Flerida,FOURTEENTH WARD,42.65846,-73.80201,Entire home/apt,290.0,3,110,335
20620135,/Red Warhol Ranch\ 1959 SUNY Eagle Hill 4beds1Bath,4259750,Peter,FIFTEENTH WARD,42.675,-73.82382,Entire home/apt,148.0,1,74,357
20633175,"Garden Apartment, on the Park, close to Capital.",65414985,James,SEVENTH WARD,42.64939,-73.76865,Entire home/apt,116.0,2,131,328
20671966,The Metropolitan,98744672,Bela,NINTH WARD,42.65532,-73.78244,Entire home/apt,68.0,2,47,229
21052414,Cozy bedroom with (2) walk-in closets,135717458,Chad,THIRTEENTH WARD,42.66565,-73.77975,Private room,36.0,18,45,312
21392315,The Blair Suite,98744672,Bela,NINTH WARD,42.65372,-73.78244,Entire home/apt,60.0,2,127,229
21449583,/zBig Blue Ranch\ 1962 SUNY Eagle Hill 4Beds 2Bath,4259750,Peter,FIFTEENTH WARD,42.67547,-73.82402,Entire home/apt,582.0,4,8,365
21752534,"NEW LISTING! Modern, completely updated, LOCATION!",152762198,Allen,TENTH WARD,42.66045,-73.77833,Entire home/apt,70.0,3,180,349
21769213,Cozy downstairs bedroom in quiet neighborhood!,135717458,Chad,ELEVENTH WARD,42.66572,-73.77834,Private room,32.0,18,32,271
21769439,Cozy upstairs room with (1) walk-in closet,135717458,Chad,ELEVENTH WARD,42.66703,-73.77842,Private room,35.0,18,26,348
22398196,Elegant Guest Suite in our beautiful Victorian!,98744672,Bela,NINTH WARD,42.65501,-73.78122,Private room,54.0,2,121,307
24120690,One Bedroom apartment with private entrance,156446839,Domini,FOURTEENTH WARD,42.65975,-73.81196,Private room,68.0,2,122,44
24606880,The Western Suite,98744672,Bela,NINTH WARD,42.65431,-73.78178,Private room,54.0,2,49,315
25549565,Quiet and Pretty in the Heart of Center Square,9666970,Janet,SIXTH WARD,42.65345,-73.7645,Entire home/apt,73.0,1,916,123
25976514,City Feel - Green Room,31757246,Leiba,SIXTH WARD,42.65333,-73.77293,Private room,93.0,3,14,359
26139592,Garden Apartment in Ctr. Square: Monthly Discounts,6833937,Farah,SIXTH WARD,42.65403,-73.76325,Entire home/apt,81.0,2,137,327
27670660,The Rock & Roll Suite,98744672,Bela,NINTH WARD,42.6543083190918,-73.78177642822266,Private room,54.0,2,26,310
27692601,Albany Cozy home with fireplaces and Sunroom,202580880,Rosanne,EIGHTH WARD,42.64514,-73.80668,Entire home/apt,250.0,3,14,176
28341274,Private room in historic building on the park,54394342,Alice,SIXTH WARD,42.65821,-73.76917,Private room,75.0,1,92,353
28400263,Private Room in Historic Residential Home,15223767,Ed,NINTH WARD,42.65464,-73.78348,Private room,50.0,1,269,59
28722270,✍Historic Loft Suite @ Downtown Albany,44434571,Earl,SECOND WARD,42.64535,-73.75365,Entire home/apt,69.0,1,687,340
28868857,⭐Cozy Garden Suite Full Amenities @Downtown Albany,44434571,Earl,SECOND WARD,42.64535,-73.75365,Entire home/apt,56.0,1,617,334
28929840,"Spacious
private suite and private bath",194113768,Rachel,FOURTH WARD,42.6737,-73.75313,Private room,70.0,1,7,143
29605579,Funky Urban 1 Bedroom Apt w/ Parking in Center Sq,19648678,Terra,SIXTH WARD,42.65235,-73.76714,Entire home/apt,90.0,2,104,347
30189794,Seashore Suite At The Inn on South Lake,98744672,Bela,NINTH WARD,42.6533,-73.78114,Private room,59.0,2,68,306
31210362,Nest in Hazel,160340958,Jon,FIFTEENTH WARD,42.67519,-73.82281,Private room,47.0,2,31,365
32279028,"Cosy, comfy and quiet for one",172223381,Diana,EIGHTH WARD,42.64936,-73.80278,Private room,54.0,1,212,13
32450400,Moroccan Sands,97330032,Sherrell,FOURTH WARD,42.6761,-73.73825,Private room,104.0,3,1,179
33558235,"Historic, Spacious & Fun 2BR Apt @ Downtown Albany",44434571,Earl,SECOND WARD,42.64585,-73.75297,Entire home/apt,86.0,1,451,345
34330970,Muhammed Ali Lounge & Pool Hall ⬢⬡,232967878,Diana,SECOND WARD,42.64335,-73.7579,Entire home/apt,124.0,1,314,62
35793179,Cozy Bedroom in Historic Residential Home,15223767,Ed,SEVENTH WARD,42.65259,-73.78223,Private room,50.0,1,193,226
35914565,The Poker Room ♤ Downtown Albany,232967878,Diana,SECOND WARD,42.64506,-73.75727,Entire home/apt,114.0,1,306,66
36443605,Sophisticated Retreat: 2BR in heart of Albany,188679144,Elizabeth,THIRTEENTH WARD,42.66619,-73.79031,Entire home/apt,92.0,2,54,303
38321579,Comfy and quiet,172223381,Diana,EIGHTH WARD,42.65085,-73.80239,Private room,53.0,1,408,133
39093517,Center Square Safe 2 Bedroom Long  Stay w/ Parking,299638115,Flerida,SIXTH WARD,42.65507,-73.76138,Entire home/apt,121.0,2,41,355
39698576,Spacious Designer 1-Bed Near Albany Med,188679144,Elizabeth,NINTH WARD,42.65483,-73.78033,Entire home/apt,78.0,5,24,365
40491172,"Renovated, private parking,location, washer dryer!",152762198,Allen,THIRTEENTH WARD,42.66827,-73.79231,Entire home/apt,92.0,3,128,280
40828178,Comfortable! One Bedroom A/C Apartment Queen Bed,47491906,Lloyd,FOURTH WARD,42.67773,-73.73899,Entire home/apt,117.0,1,173,66
41319631,Modern Carriage in the Heart of Albany,59864591,Daniel,SIXTH WARD,42.65115,-73.7668,Entire home/apt,97.0,30,4,304
42009788,Center Square Sanctuary: Private 2-Bedroom Gem,188679144,Elizabeth,SIXTH WARD,42.65315,-73.76202,Entire home/apt,88.0,7,24,355
42092736,Private Bedroom in Cozy Ranch Home,41400541,John,FOURTEENTH WARD,42.66403,-73.81446,Private room,52.0,1,187,59
42567833,Homey,339085327,Arkady,NINTH WARD,42.65567,-73.7854,Entire home/apt,160.0,70,0,365
42763847,Charming dog friendly home with private yard!,649068,Anthony,FIRST WARD,42.63876,-73.78535,Entire home/apt,102.0,1,111,148
43208391,Classic & Homey 2BD/1BA Fl 2 Apt @ Downtown Albany,272907816,Angela,SECOND WARD,42.64453,-73.75426,Entire home/apt,91.0,2,107,80
43459803,Luxury 1 bedroom Apt in the heart of Center Square,299638115,Flerida,SIXTH WARD,42.65556,-73.76205,Entire home/apt,122.0,2,18,340
43955950,* Quaint home located in residential neighborhood*,232967878,Diana,EIGHTH WARD,42.64383,-73.78926,Entire home/apt,248.0,2,91,27
44180048,Historic Queen Studio Across from Washington Park!,355777684,Lloyd,SIXTH WARD,42.65935,-73.76805,Entire home/apt,99.0,1,367,298
44265426,Parkside Queen 1 Bedroom (1800's) Brownstone!,355777684,Lloyd,SIXTH WARD,42.66006,-73.76966,Entire home/apt,108.0,1,301,333
44450012,Spacious upscale luxury apartment with huge yard,353498132,Michael,EIGHTH WARD,42.64808,-73.7996,Entire home/apt,146.0,13,26,241
45024912,Private Apt Queen 1 Bed Sanctuary with many Extras,362851072,Elsa,FOURTEENTH WARD,42.66132,-73.7956,Entire home/apt,142.0,1,129,288
45074220,Secluded Studio Suite Fl 3 @ Downtown Albany,272907816,Angela,SECOND WARD,42.64454,-73.75369,Entire home/apt,70.0,1,35,70
45313545,Adorable & Trendy 1 Bd Apt Minutes to Albany Med!,165293595,Kori,NINTH WARD,42.6545,-73.78223,Entire home/apt,85.0,2,151,167
45528939,UNIQUE Gem in HEART of Albany ★ Spiral Staircase,47625981,Linda,SECOND WARD,42.64801,-73.75668,Entire home/apt,108.0,1,99,209
45529316,WOW ★ Bright Apt ★ PRIME downtown Walk Everywhere,47625981,Linda,SECOND WARD,42.64821,-73.75793,Entire home/apt,108.0,1,120,340
45529447,★ 2 BEDROOM / 1 BATH TRENDY Apt ★ Downtown Albany,47625981,Linda,SECOND WARD,42.64713,-73.75628,Entire home/apt,117.0,1,144,222
46894493,Our Antique Bungalow,69789449,Dan,NINTH WARD,42.65311,-73.78525,Entire home/apt,152.0,1,250,277
47334913,"Newly renovated,Amazing Location,private parking",152762198,Allen,THIRTEENTH WARD,42.66646,-73.79184,Entire home/apt,93.0,3,92,134
47345872,Bright large 1 bdr loft in Center Sq -free parking,19648678,Terra,SIXTH WARD,42.65345,-73.76663,Entire home/apt,96.0,1,62,341
47408047,"Quiet cozy apartment, private laundry, great spot!",152762198,Allen,FOURTEENTH WARD,42.67156,-73.80883,Entire home/apt,79.0,3,70,308
47440071,The Historic J. Buel Farmhouse - Luxury Suite Loft,382970529,Thomas,THIRTEENTH WARD,42.6692,-73.79849,Private room,92.0,1,167,54
47828453,Center Square Albany 2BR Apt w/Parking near all,299638115,Flerida,THIRD WARD,42.656,-73.76123,Entire home/apt,122.0,2,21,358
47902629,"Renovated 2br/2ba, close to Alb Med & St. Petes.",21886921,David,THIRTEENTH WARD,42.66744,-73.79216,Entire home/apt,112.0,14,8,325
47943571,Downtown Albany 1 Bed + Workstation @ Maiden Lane,385664127,Dillon,THIRD WARD,42.65118,-73.75274,Entire home/apt,92.0,2,166,249
48052353,*The Rustic Home* 3 Bedroom Second Floor Apartment,349460842,Scott,TENTH WARD,42.66261,-73.78332,Entire home/apt,170.0,1,164,353
48172884,The Down Under Suite,98744672,Bela,NINTH WARD,42.65399,-73.78126,Private room,41.0,2,76,306
48470454,"/ New Giant Victorian \ 7beds 6 baths + 2x 85"" TVs",4259750,Peter,THIRTEENTH WARD,42.66526412963867,-73.78692626953125,Entire home/apt,445.0,2,43,333
48599533,Capital View I,392074908,Jerry,SIXTH WARD,42.65429,-73.75986,Entire home/apt,93.0,2,100,173
50088935,Quiet 2-bedroom condo in the heart of Albany,172658781,Jessica,THIRTEENTH WARD,42.66972,-73.79544,Entire home/apt,95.0,60,4,294
50171851,Beautiful Center Square Garden-Level Unit,48490017,Todd,SIXTH WARD,42.65157,-73.76546,Entire home/apt,77.0,2,186,126
50207226,★ RARE 1BR Apt with Character GREAT Location! W/D★,47625981,Linda,FOURTH WARD,42.65888,-73.74673,Entire home/apt,104.0,1,85,229
50211226,Cozy Studio By Washington Park | Walkable!,105597161,Katelyn,ELEVENTH WARD,42.66034,-73.77163,Entire home/apt,105.0,2,181,38
50354540,Heart of Center Square: Designer 2-Bed Retreat,188679144,Elizabeth,SIXTH WARD,42.65333,-73.76402,Entire home/apt,101.0,3,15,326
50639032,"Sunny Queen bed, Quiet w/Beautiful Garden",172539578,David Yisrael,FIFTEENTH WARD,42.67945,-73.81647,Private room,44.0,3,45,76
50890336,"★CHIC, Renovated Brownstone★ in PRIME DT Albany",47625981,Linda,FOURTH WARD,42.65901,-73.74748,Entire home/apt,108.0,1,45,211
51461480,🍃Chic & Cozy Near Washington Park Garden Suite,416799784,Rosie,TENTH WARD,42.65969,-73.77564,Entire home/apt,99.0,7,28,119
51503537,Walk to Everything Downtown Albany! Luxury Apt!,394420519,All Seasons,THIRD WARD,42.65061,-73.75006,Entire home/apt,100.0,4,9,180
51579900,★MODERN 1BR GREAT Location Downtown! W/D Parking!★,47625981,Linda,FOURTH WARD,42.65856,-73.74866,Entire home/apt,99.0,1,75,231
51592836,Lovely 1 Bedroom Unit In Historic Brownstone!,60293220,David,THIRD WARD,42.65844,-73.74978,Entire home/apt,89.0,2,88,356
51710034,Empire Plaza View I,392074908,Jerry,SIXTH WARD,42.65269,-73.76076,Entire home/apt,86.0,2,41,358
51960331,"Tuscan Garden Apt at Café Capriccio Albany, NY",418024477,Marlene,SECOND WARD,42.64684,-73.75614,Entire home/apt,100.0,1,111,166
51964868,Center Square,392074908,Jerry,SIXTH WARD,42.65442,-73.7611,Entire home/apt,90.0,2,52,357
52152157,"Modern space, everything you could want!",152762198,Allen,FIRST WARD,42.63066,-73.77357,Entire home/apt,100.0,3,67,131
52241973,Garden Apartment in Historic Center Square Home,35465673,Jason,SIXTH WARD,42.65641,-73.76413,Entire home/apt,75.0,1,307,66
52611613,* Adorable home w/parking near great restaurants *,232967878,Diana,NINTH WARD,42.65674,-73.79221,Entire home/apt,148.0,2,131,224
52619545,* Centrally located Eclectic vibe 2 bed w/parking,232967878,Diana,THIRTEENTH WARD,42.67102,-73.79454,Entire home/apt,106.0,2,87,61
52691284,+ Perfect place to make memories with loved ones +,232967878,Diana,TENTH WARD,42.66236,-73.79245,Entire home/apt,475.0,2,85,64
52836323,*Hidden gem w/in walking distance to Madison Ave *,232967878,Diana,THIRTEENTH WARD,42.67242,-73.79292,Entire home/apt,120.0,1,85,49
52837196,★MODERN 1BR Apt w/ PRIVATE deck! W/D★,47625981,Linda,FOURTH WARD,42.65812,-73.74837,Entire home/apt,104.0,1,73,229
52863776,Washington Parkside 1 Bedroom In 1800s Brownstone!,355777684,Lloyd,SIXTH WARD,42.65826,-73.76944,Entire home/apt,111.0,1,200,316
52923647,Cozy 3BR House in Whitehall near DT Albany,428451585,Erwin,EIGHTH WARD,42.64792,-73.79953,Entire home/apt,225.0,3,0,365
53312101,* 1 bed near Times Union center & Egg w/parking *,232967878,Diana,SECOND WARD,42.64369,-73.7581,Entire home/apt,76.0,2,58,58
53483727,Spacious Urban APT w/4BR & Office in Albany,433096110,Brian,FOURTEENTH WARD,42.65824,-73.80114,Entire home/apt,205.0,1,158,223
53567589,Private Garden Apt in Downtown Albany|Pets Allowed,433096110,Brian,SIXTH WARD,42.65204,-73.76655,Entire home/apt,98.0,1,261,342
53645427,★ BEAUTIFUL  2 BED 2 BATH  w/ SOAKER TUB + W/D★,47625981,Linda,FOURTH WARD,42.65913,-73.74722,Entire home/apt,135.0,1,116,204
54097694,B Unieke,438504176,Roland,SECOND WARD,42.64683,-73.75662,Entire home/apt,300.0,1,0,365
54126420,Beautiful 1 bedroom in a quiet residential area.,37769478,Erion,TENTH WARD,42.66261,-73.79026,Entire home/apt,82.0,1,103,364
54126421,Beautiful Apartment in the heart of Albany,37769478,Erion,SIXTH WARD,42.65422,-73.76996,Entire home/apt,95.0,1,69,182
54126427,Beautiful 1 bedroom In the heart of Albany,37769478,Erion,SIXTH WARD,42.65403,-73.77056,Entire home/apt,94.0,1,130,328
54128829,Modern & Cozy Cntr Square Townhouse Gem from 1854,265709295,Priscela,SIXTH WARD,42.65594,-73.76591,Entire home/apt,139.0,1,241,317
54150131,Charming 170-Year-Old Home in the Heart of Albany,432936385,Jared,SIXTH WARD,42.65143,-73.76497,Entire home/apt,158.0,1,214,293
54369238,"Cozy townhouse, close to hospital, free parking!",152762198,Allen,NINTH WARD,42.65578,-73.78641,Entire home/apt,97.0,3,52,143
54369240,Lovely 1 bedroom rental close to Alb Med!,152762198,Allen,TENTH WARD,42.65905,-73.77964,Entire home/apt,77.0,3,53,322
559249822516788574,Cozy 1 bedroom with office and luxurious King size,433884293,Uniah,NINTH WARD,42.66062,-73.79112,Entire home/apt,68.0,6,2,363
581057744765912905,◆UNIQUE◆ spacious LOFT with photo studio w/d!,47625981,Linda,THIRD WARD,42.65848,-73.76359,Entire home/apt,92.0,1,45,357
588298411730694861,Modern one bedroom with free off street parking,353498132,Michael,SECOND WARD,42.64441,-73.75647,Entire home/apt,118.0,13,13,268
593272120497643087,The Historic J. Buel Farmhouse - Luxury Suite,382970529,Thomas,THIRTEENTH WARD,42.66911,-73.79869,Private room,88.0,1,119,55
617242073954595468,Iconic City Center Apt in Downtown | Pets Allowed,433096110,Brian,SIXTH WARD,42.65353,-73.7679,Entire home/apt,98.0,1,171,326
618673322156725003,"Huge loft with a king bed, balcony and park views",2554853,Nim,SIXTH WARD,42.65547943115234,-73.76625061035156,Entire home/apt,136.0,5,8,267
619695112394148331,Modern luxury one bedroom with off street parking,353498132,Michael,SECOND WARD,42.64489,-73.75731,Entire home/apt,133.0,13,10,270
620480926228934988,"Lovely renovated, 2-bedroom home with free parking",457678547,Najeem Adegbemiga,SEVENTH WARD,42.640217,-73.780815,Entire home/apt,133.0,2,16,150
621960198566758900,The Historic Jesse Buel Farmhouse w/ Heated Pool,382970529,Thomas,FOURTEENTH WARD,42.66762,-73.79919,Entire home/apt,882.0,1,15,337
628824127129967353,Clean lines and accessible Convenient Location!,7164949,Jordan,THIRD WARD,42.66169974831227,-73.76466827605744,Private room,58.0,2,0,88
631035244220396236,★PRIVATE 1 BDRM Newly Renovated Apt W/D Patio★,47625981,Linda,SECOND WARD,42.64558,-73.75928,Entire home/apt,98.0,1,55,339
638900897313146306,🪴 Historic & Homey 1 Bdrm Apt @ Downtown Albany,335923036,Mohammed,SECOND WARD,42.645351,-73.753647,Entire home/apt,1050.0,1,10,365
649973892551492641,Modern luxury studio with free off street parking,353498132,Michael,SECOND WARD,42.64625,-73.75663,Entire home/apt,90.0,14,8,46
654302747324294105,★ Private 1 bdrm w/ backyard access ★ In-unit W/D,47625981,Linda,FOURTH WARD,42.65752,-73.74743,Entire home/apt,104.0,1,51,336
658638185191740358,CHEERFULL 3 BEDROOM HOME WITH FREE PARKING.,466389096,Patrice,FIRST WARD,42.6374547,-73.7716647,Entire home/apt,140.0,7,5,274
662132809952482192,Beautiful 4 bedroom house Large eat in kitchen,466389096,Patrice,FIRST WARD,42.6378819,-73.7715269,Entire home/apt,125.0,7,2,334
668608096674070882,The Historic J. Buel Farmhouse-  Rose Feather Room,382970529,Thomas,FOURTEENTH WARD,42.66758,-73.7992,Private room,60.0,1,130,58
668608486588067880,The Historic J. Buel Farmhouse - Silk Hearth Room,382970529,Thomas,FOURTEENTH WARD,42.66764,-73.79908,Private room,63.0,1,111,59
681952268271889535,Albany-2 bedrooms apt (1st fl) A&A-Sisters Rental,461579260,Md,SECOND WARD,42.646896,-73.757612,Entire home/apt,140.0,1,3,122
